Sum of actual_lead_time_days,Sum of delay_days,Sum of base_lead_time_days,delivery_status,delay_days (bins),destination_city,disruption_event,Sum of geopolitical_risk_index,Sum of inflation_rate_pct,Sum of is_delayed,Sum of lead_time_variance_days,mitigation_action_taken,Sum of on_time_flag,order_date,Sum of order_weight_kg,order_id,origin_city,product_category,risk_band,Sum of risk_bucket,Sum of risk_score,route_type,Sum of scheduled_lead_time_days,Sum of shipping_cost_usd,transportation_mode,Sum of weather_severity_index
35,0,35,On Time,0,"Shanghai, CN",None,0.74,1.86,0,-1,Standard Shipping,1,2025-02-16 00:00:00,2455,ORD-90AA0A80,"Santos, BR",Textiles,High,3,3.995,Commodity,36,2135.85,Sea,9.4
35,0,35,On Time,0,"Shanghai, CN",None,0.18,4.42,0,-1,Standard Shipping,1,2025-02-18 00:00:00,3056,ORD-0F640763,"Santos, BR",Raw Materials,High,3,3.31,Commodity,36,1803.04,Sea,6.7
35,0,35,On Time,0,"Shanghai, CN",None,0.62,4.79,0,-3,Standard Shipping,1,2025-02-18 00:00:00,124,ORD-AD82A60F,"Santos, BR",Raw Materials,Low,1,1.307,Commodity,38,100.44,Sea,0.2
35,0,35,On Time,0,"Shanghai, CN",None,0.45,3.37,0,-1,Standard Shipping,1,2025-02-20 00:00:00,5059,ORD-5A754695,"Santos, BR",Textiles,High,3,3.432,Commodity,36,3667.78,Sea,7.3
35,0,35,On Time,0,"Shanghai, CN",None,0.65,2.69,0,-3,Standard Shipping,1,2025-02-25 00:00:00,1461,ORD-67052C57,"Santos, BR",Perishable Foods,High,3,3.946,Commodity,38,1205.33,Sea,8.9
4,0,4,On Time,0,"Shanghai, CN",None,0.62,4.86,0,-3,Standard Shipping,1,2025-02-25 00:00:00,8098,ORD-B9BBA008,"Santos, BR",Pharmaceuticals,Low,1,1.951,Commodity,7,72153.18,Air,2
36,0,35,On Time,0,"Shanghai, CN",None,0.25,4.63,0,-2,Standard Shipping,1,2025-02-25 00:00:00,7164,ORD-D7B7DD27,"Santos, BR",Raw Materials,Medium,2,2.999,Commodity,38,4477.5,Sea,5.6
36,0,35,On Time,0,"Shanghai, CN",None,0.52,3.46,0,0,Standard Shipping,1,2025-02-26 00:00:00,5158,ORD-5F0B6C64,"Santos, BR",Raw Materials,Medium,2,2.431,Commodity,36,3920.08,Sea,4.3
35,0,35,On Time,0,"Shanghai, CN",None,0.72,3.9,0,-1,Standard Shipping,1,2025-02-27 00:00:00,7876,ORD-EEE3D100,"Santos, BR",Auto Parts,Low,1,1.524,Commodity,36,6773.36,Sea,1.2
36,0,35,On Time,0,"Shanghai, CN",None,0.16,4.23,0,-2,Standard Shipping,1,2025-03-03 00:00:00,3466,ORD-04DEEC59,"Santos, BR",Consumer Electronics,Low,1,2.003,Commodity,38,2010.28,Sea,3.1
35,0,35,On Time,0,"Shanghai, CN",None,0.46,5.22,0,-3,Standard Shipping,1,2025-03-03 00:00:00,9190,ORD-2E54693A,"Santos, BR",Semiconductors,Medium,2,2.301,Commodity,38,6708.7,Sea,3
4,0,4,On Time,0,"Shanghai, CN",None,0.38,2.29,0,-2,Standard Shipping,1,2025-03-03 00:00:00,1881,ORD-5D338769,"Santos, BR",Semiconductors,Low,1,1.189,Commodity,6,14276.79,Air,1.6
4,0,4,On Time,0,"Shanghai, CN",None,0.49,3.48,0,-1,Standard Shipping,1,2025-03-15 00:00:00,8293,ORD-3B79105D,"Santos, BR",Semiconductors,Medium,2,3.017,Commodity,5,67961.13,Air,6
35,0,35,On Time,0,"Shanghai, CN",None,0.79,2.97,0,-3,Standard Shipping,1,2025-03-15 00:00:00,1131,ORD-690A8CBC,"Santos, BR",Textiles,High,3,3.295,Commodity,38,1012.25,Sea,6.7
35,0,35,On Time,0,"Shanghai, CN",None,0.65,1.98,0,-2,Standard Shipping,1,2025-03-15 00:00:00,9064,ORD-962CE0F9,"Santos, BR",Auto Parts,Low,1,1.424,Commodity,37,7477.8,Sea,2.1
34,0,35,On Time,0,"Shanghai, CN",None,0.23,2.88,0,-4,Standard Shipping,1,2025-03-25 00:00:00,9956,ORD-8D2EC20F,"Santos, BR",Auto Parts,Medium,2,2.57,Commodity,38,6122.94,Sea,5.4
35,0,35,On Time,0,"Shanghai, CN",None,0.53,3.63,0,-2,Standard Shipping,1,2025-03-26 00:00:00,9030,ORD-47237D5A,"Santos, BR",Semiconductors,High,3,3.345,Commodity,37,6907.95,Sea,6.8
4,0,4,On Time,0,"Shanghai, CN",None,0.14,3.13,0,-3,Standard Shipping,1,2025-03-29 00:00:00,6077,ORD-41E057A1,"Santos, BR",Semiconductors,Low,1,0.899,Commodity,7,38102.79,Air,0.6
35,0,35,On Time,0,"Shanghai, CN",None,0.29,4.57,0,-1,Standard Shipping,1,2025-03-31 00:00:00,6931,ORD-CB6D2898,"Santos, BR",Perishable Foods,Medium,2,3.215,Commodity,36,4470.49,Sea,6.2
35,0,35,On Time,0,"Shanghai, CN",None,0.53,2.61,0,-2,Standard Shipping,1,2025-04-04 00:00:00,5602,ORD-52A2EAF8,"Santos, BR",Perishable Foods,Low,1,1.321,Commodity,37,4285.53,Sea,1.6
34,0,35,On Time,0,"Shanghai, CN",None,0.25,2.47,0,-2,Standard Shipping,1,2025-04-04 00:00:00,1109,ORD-80857D2D,"Santos, BR",Textiles,Medium,2,2.182,Commodity,36,693.12,Sea,4.5
36,0,35,On Time,0,"Shanghai, CN",None,0.77,3.12,0,0,Standard Shipping,1,2025-04-08 00:00:00,6219,ORD-F21AF573,"Santos, BR",Raw Materials,Low,1,1.531,Commodity,36,5503.82,Sea,1.6
35,0,35,On Time,0,"Shanghai, CN",None,0.6,4.15,0,-1,Standard Shipping,1,2025-04-09 00:00:00,6307,ORD-85A3D3A5,"Santos, BR",Consumer Electronics,High,3,4.11,Commodity,36,5045.6,Sea,8.6
34,0,35,On Time,0,"Shanghai, CN",None,0.71,4.14,0,-4,Standard Shipping,1,2025-04-11 00:00:00,336,ORD-6DE34BF3,"Santos, BR",Consumer Electronics,Medium,2,2.513,Commodity,38,287.28,Sea,3.9
36,0,35,On Time,0,"Shanghai, CN",None,0.11,5.71,0,-2,Standard Shipping,1,2025-04-15 00:00:00,6938,ORD-0F9925A5,"Santos, BR",Perishable Foods,Low,1,1.647,Commodity,38,3850.59,Sea,1.3
35,0,35,On Time,0,"Shanghai, CN",None,0.36,4.77,0,-3,Standard Shipping,1,2025-04-18 00:00:00,8876,ORD-4818E49B,"Santos, BR",Textiles,Medium,2,2.831,Commodity,38,6035.68,Sea,4.9
35,0,35,On Time,0,"Shanghai, CN",None,0.33,3,0,-1,Standard Shipping,1,2025-04-19 00:00:00,3238,ORD-3F5031F4,"Santos, BR",Pharmaceuticals,Medium,2,2.954,Commodity,36,2153.27,Sea,6.3
34,0,35,On Time,0,"Shanghai, CN",None,0.63,3.11,0,-4,Standard Shipping,1,2025-04-21 00:00:00,3856,ORD-D697E1E1,"Santos, BR",Consumer Electronics,Low,1,1.501,Commodity,38,3142.64,Sea,1.7
36,0,35,On Time,0,"Shanghai, CN",None,0.62,4.99,0,0,Standard Shipping,1,2025-04-23 00:00:00,9778,ORD-A62C56C4,"Santos, BR",Pharmaceuticals,High,3,4.322,Commodity,36,7920.18,Sea,8.7
35,0,35,On Time,0,"Shanghai, CN",None,0.62,3.9,0,-2,Standard Shipping,1,2025-04-25 00:00:00,2665,ORD-EEF43283,"Santos, BR",Textiles,Medium,2,2.704,Commodity,37,2158.65,Sea,4.7
35,0,35,On Time,0,"Shanghai, CN",None,0.56,5.86,0,-1,Standard Shipping,1,2025-04-28 00:00:00,748,ORD-FAFBE6D5,"Santos, BR",Consumer Electronics,Medium,2,2.894,Commodity,36,583.44,Sea,4.2
35,0,35,On Time,0,"Shanghai, CN",None,0.75,3.17,0,-1,Standard Shipping,1,2025-05-16 00:00:00,7213,ORD-3456C9F6,"Santos, BR",Raw Materials,Medium,2,2.617,Commodity,36,6311.38,Sea,4.7
35,0,35,On Time,0,"Shanghai, CN",None,0.24,1.45,0,-2,Standard Shipping,1,2025-05-18 00:00:00,130,ORD-AF9925E3,"Santos, BR",Auto Parts,Low,1,0.923,Commodity,37,80.6,Sea,1.5
35,0,35,On Time,0,"Shanghai, CN",None,0.49,1.99,0,-1,Standard Shipping,1,2025-05-20 00:00:00,2964,ORD-05934BF8,"Santos, BR",Perishable Foods,Low,1,1.984,Commodity,36,2208.18,Sea,3.9
35,0,35,On Time,0,"Shanghai, CN",None,0.55,2.67,0,-1,Standard Shipping,1,2025-05-20 00:00:00,7102,ORD-D0186C73,"Santos, BR",Textiles,Medium,2,2.742,Commodity,36,5504.05,Sea,5.6
35,0,35,On Time,0,"Shanghai, CN",None,0.34,2.53,0,-2,Standard Shipping,1,2025-05-23 00:00:00,1874,ORD-6B719E5F,"Santos, BR",Auto Parts,Low,1,2.024,Commodity,37,1255.58,Sea,3.9
4,0,4,On Time,0,"Shanghai, CN",None,0.58,4.77,0,-3,Standard Shipping,1,2025-05-28 00:00:00,4146,ORD-A4136C87,"Santos, BR",Semiconductors,High,3,3.665,Commodity,7,36028.74,Air,7
4,0,4,On Time,0,"Shanghai, CN",None,0.74,1.18,0,-2,Standard Shipping,1,2025-05-31 00:00:00,4025,ORD-6E5F2661,"Santos, BR",Pharmaceuticals,Medium,2,2.284,Commodity,6,38519.25,Air,4.9
35,0,35,On Time,0,"Shanghai, CN",None,0.34,5.77,0,-3,Standard Shipping,1,2025-05-31 00:00:00,9870,ORD-DC7754AC,"Santos, BR",Consumer Electronics,Medium,2,2.952,Commodity,38,6612.9,Sea,4.7
4,0,4,On Time,0,"Shanghai, CN",None,0.89,2.61,0,-1,Standard Shipping,1,2025-06-01 00:00:00,8104,ORD-BBE8488B,"Santos, BR",Pharmaceuticals,High,3,3.968,Commodity,5,84241.08,Air,8.7
34,0,35,On Time,0,"Shanghai, CN",None,0.2,3.12,0,-3,Standard Shipping,1,2025-06-02 00:00:00,4992,ORD-131A60B2,"Santos, BR",Perishable Foods,High,3,4.004,Commodity,37,2995.2,Sea,9.4
35,0,35,On Time,0,"Shanghai, CN",None,0.63,3.1,0,-3,Standard Shipping,1,2025-06-03 00:00:00,942,ORD-AB876162,"Santos, BR",Consumer Electronics,Medium,2,2.094,Commodity,38,767.73,Sea,3.4
35,0,35,On Time,0,"Shanghai, CN",None,0.54,3.29,0,-3,Standard Shipping,1,2025-06-07 00:00:00,7430,ORD-723F4412,"Santos, BR",Perishable Foods,Low,1,1.041,Commodity,38,5721.1,Sea,0.4
34,0,35,On Time,0,"Shanghai, CN",None,0.2,4.72,0,-3,Standard Shipping,1,2025-06-11 00:00:00,8054,ORD-0813E7C2,"Santos, BR",Consumer Electronics,High,3,3.344,Commodity,37,4832.4,Sea,6.6
35,0,35,On Time,0,"Shanghai, CN",None,0.48,2.7,0,-3,Standard Shipping,1,2025-06-16 00:00:00,1050,ORD-9E904BC7,"Santos, BR",Consumer Electronics,Medium,2,2.156,Commodity,38,777,Sea,4
35,0,35,On Time,0,"Shanghai, CN",None,0.17,1.16,0,-3,Standard Shipping,1,2025-06-23 00:00:00,3356,ORD-4D65B4C8,"Santos, BR",Semiconductors,Medium,2,2.409,Commodity,38,1963.26,Sea,6
35,0,35,On Time,0,"Shanghai, CN",None,0.29,2.42,0,-2,Standard Shipping,1,2025-06-24 00:00:00,9101,ORD-BB1F516B,"Santos, BR",Auto Parts,Low,1,0.79,Commodity,37,5870.15,Sea,0.5
35,0,35,On Time,0,"Shanghai, CN",None,0.23,4.34,0,-3,Standard Shipping,1,2025-06-24 00:00:00,9770,ORD-C4A35E54,"Santos, BR",Consumer Electronics,High,3,4.052,Commodity,38,6008.55,Sea,8.8
4,0,4,On Time,0,"Shanghai, CN",None,0.7,3.83,0,-2,Standard Shipping,1,2025-06-25 00:00:00,5516,ORD-0ACF760D,"Santos, BR",Pharmaceuticals,Medium,2,2.166,Commodity,6,51574.6,Air,3.1
4,0,4,On Time,0,"Shanghai, CN",None,0.25,3.34,0,-3,Standard Shipping,1,2025-06-25 00:00:00,3913,ORD-CB8663CF,"Santos, BR",Semiconductors,Low,1,1.901,Commodity,7,26901.88,Air,3.2
35,0,35,On Time,0,"Shanghai, CN",None,0.84,2.9,0,-2,Standard Shipping,1,2025-06-26 00:00:00,6836,ORD-E40C4A39,"Santos, BR",Perishable Foods,Medium,2,2.708,Commodity,37,6289.12,Sea,5
35,0,35,On Time,0,"Shanghai, CN",None,0.77,4.32,0,-1,Standard Shipping,1,2025-06-27 00:00:00,6217,ORD-A9AC510C,"Santos, BR",Semiconductors,Low,1,1.596,Commodity,36,5502.05,Sea,1.1
5,0,4,On Time,0,"Shanghai, CN",None,0.4,3.04,0,-2,Standard Shipping,1,2025-06-29 00:00:00,5319,ORD-2FE039B7,"Santos, BR",Pharmaceuticals,Medium,2,2.293,Commodity,7,40956.3,Air,4.3
35,0,35,On Time,0,"Shanghai, CN",None,0.85,3.93,0,-1,Standard Shipping,1,2025-07-01 00:00:00,6977,ORD-F3E75782,"Santos, BR",Raw Materials,Medium,2,2.954,Commodity,36,6453.73,Sea,5.1
35,0,35,On Time,0,"Shanghai, CN",None,0.88,4.42,0,-2,Standard Shipping,1,2025-07-04 00:00:00,5091,ORD-EEF9C85B,"Santos, BR",Semiconductors,Low,1,1.875,Commodity,37,4785.54,Sea,1.7
35,0,35,On Time,0,"Shanghai, CN",None,0.15,3.85,0,-1,Standard Shipping,1,2025-07-09 00:00:00,5514,ORD-8E87A6BB,"Santos, BR",Perishable Foods,Medium,2,2.238,Commodity,36,3170.55,Sea,4
35,0,35,On Time,0,"Shanghai, CN",None,0.23,4.55,0,-3,Standard Shipping,1,2025-07-11 00:00:00,2068,ORD-25BBAB1E,"Santos, BR",Raw Materials,Low,1,1.259,Commodity,38,1271.82,Sea,0.7
35,0,35,On Time,0,"Shanghai, CN",None,0.62,3.22,0,-2,Standard Shipping,1,2025-07-12 00:00:00,1141,ORD-D0EE4DFB,"Santos, BR",Auto Parts,Low,1,1.693,Commodity,37,924.21,Sea,2.2
35,0,35,On Time,0,"Shanghai, CN",None,0.62,1.85,0,-1,Standard Shipping,1,2025-07-13 00:00:00,9182,ORD-D44A2B15,"Santos, BR",Semiconductors,Medium,2,2.504,Commodity,36,7437.42,Sea,5.3
35,0,35,On Time,0,"Shanghai, CN",None,0.18,3.58,0,-3,Standard Shipping,1,2025-07-22 00:00:00,2063,ORD-187692E2,"Santos, BR",Textiles,Medium,2,2.197,Commodity,38,1217.17,Sea,4
35,0,35,On Time,0,"Shanghai, CN",None,0.61,3.51,0,-1,Standard Shipping,1,2025-07-28 00:00:00,6713,ORD-496A2DAE,"Santos, BR",Pharmaceuticals,Low,1,1.257,Commodity,36,5403.96,Sea,0.8
35,0,35,On Time,0,"Shanghai, CN",None,0.36,4.72,0,-3,Standard Shipping,1,2025-08-03 00:00:00,6773,ORD-F236D47C,"Santos, BR",Consumer Electronics,Low,1,1.911,Commodity,38,4605.64,Sea,2.3
35,0,35,On Time,0,"Shanghai, CN",None,0.57,2.35,0,-2,Standard Shipping,1,2025-08-06 00:00:00,2280,ORD-75944C55,"Santos, BR",Auto Parts,Low,1,1.497,Commodity,37,1789.8,Sea,2.2
35,0,35,On Time,0,"Shanghai, CN",None,0.26,5.08,0,-3,Standard Shipping,1,2025-08-12 00:00:00,1005,ORD-C20ED496,"Santos, BR",Consumer Electronics,Medium,2,2.673,Commodity,38,633.15,Sea,4.4
35,0,35,On Time,0,"Shanghai, CN",None,0.86,4.58,0,-3,Standard Shipping,1,2025-08-15 00:00:00,9599,ORD-AAC36105,"Santos, BR",Auto Parts,High,3,3.893,Commodity,38,8927.07,Sea,7.4
35,0,35,On Time,0,"Shanghai, CN",None,0.44,4.74,0,-2,Standard Shipping,1,2025-08-20 00:00:00,5221,ORD-7603D1EE,"Santos, BR",Consumer Electronics,Medium,2,2.861,Commodity,37,3759.12,Sea,4.9
34,0,35,On Time,0,"Shanghai, CN",None,0.2,3.58,0,-4,Standard Shipping,1,2025-08-21 00:00:00,5392,ORD-9DF48226,"Santos, BR",Consumer Electronics,High,3,3.956,Commodity,38,3235.2,Sea,9
4,0,4,On Time,0,"Shanghai, CN",None,0.86,3.14,0,-1,Standard Shipping,1,2025-08-30 00:00:00,9818,ORD-00E0A115,"Santos, BR",Pharmaceuticals,High,3,3.675,Commodity,5,100438.14,Air,7.6
33,0,35,On Time,0,"Shanghai, CN",None,0.84,4.85,0,-5,Standard Shipping,1,2025-09-01 00:00:00,7535,ORD-6452F034,"Santos, BR",Pharmaceuticals,Medium,2,2.643,Commodity,38,6932.2,Sea,3.7
35,0,35,On Time,0,"Shanghai, CN",None,0.68,3.39,0,-1,Standard Shipping,1,2025-09-02 00:00:00,8480,ORD-74A7FDCB,"Santos, BR",Semiconductors,Low,1,1.229,Commodity,36,7123.2,Sea,0.7
35,0,35,On Time,0,"Shanghai, CN",None,0.54,4.91,0,-3,Standard Shipping,1,2025-09-04 00:00:00,5518,ORD-085DAB00,"Santos, BR",Auto Parts,High,3,4.235,Commodity,38,4248.86,Sea,8.6
35,0,35,On Time,0,"Shanghai, CN",None,0.38,3.3,0,-1,Standard Shipping,1,2025-09-05 00:00:00,7964,ORD-7DDA5BDF,"Santos, BR",Raw Materials,High,3,3.631,Commodity,36,5495.16,Sea,8
35,0,35,On Time,0,"Shanghai, CN",None,0.21,4.01,0,-2,Standard Shipping,1,2025-09-08 00:00:00,7334,ORD-7A7E1478,"Santos, BR",Pharmaceuticals,Medium,2,2.787,Commodity,37,4437.07,Sea,5.4
35,0,35,On Time,0,"Shanghai, CN",None,0.21,3.65,0,-3,Standard Shipping,1,2025-09-08 00:00:00,4933,ORD-8AAFD587,"Santos, BR",Perishable Foods,Low,1,2.05,Commodity,38,2984.46,Sea,3.5
35,0,35,On Time,0,"Shanghai, CN",None,0.73,7.83,0,-1,Standard Shipping,1,2025-09-13 00:00:00,2857,ORD-32875741,"Santos, BR",Consumer Electronics,Medium,2,3.085,Commodity,36,2471.3,Sea,3.4
35,0,35,On Time,0,"Shanghai, CN",None,0.19,3.7,0,-3,Standard Shipping,1,2025-09-13 00:00:00,5482,ORD-5FCF1CA6,"Santos, BR",Perishable Foods,High,3,4.221,Commodity,38,3261.79,Sea,9.7
35,0,35,On Time,0,"Shanghai, CN",None,0.32,1.94,0,-2,Standard Shipping,1,2025-09-17 00:00:00,2910,ORD-4B787304,"Santos, BR",Perishable Foods,High,3,3.227,Commodity,37,1920.6,Sea,7.7
35,0,35,On Time,0,"Shanghai, CN",None,0.59,4.75,0,-2,Standard Shipping,1,2025-09-18 00:00:00,1328,ORD-79E8D910,"Santos, BR",Semiconductors,Low,1,1.531,Commodity,37,1055.76,Sea,0.9
4,0,4,On Time,0,"Shanghai, CN",None,0.66,3.71,0,-1,Standard Shipping,1,2025-09-18 00:00:00,4860,ORD-A376A216,"Santos, BR",Semiconductors,High,3,4.119,Commodity,5,44371.8,Air,8.8
35,0,35,On Time,0,"Shanghai, CN",None,0.72,5.2,0,-3,Standard Shipping,1,2025-09-19 00:00:00,2003,ORD-63C33106,"Santos, BR",Textiles,Medium,2,2.869,Commodity,38,1722.58,Sea,4.3
35,0,35,On Time,0,"Shanghai, CN",None,0.67,2.14,0,-2,Standard Shipping,1,2025-09-20 00:00:00,4136,ORD-194942CC,"Santos, BR",Raw Materials,Low,1,1.15,Commodity,37,3453.56,Sea,1.2
5,0,4,On Time,0,"Shanghai, CN",None,0.76,3.4,0,0,Standard Shipping,1,2025-09-20 00:00:00,8522,ORD-5449C469,"Santos, BR",Pharmaceuticals,Medium,2,2.212,Commodity,5,82492.96,Air,3.4
36,0,35,On Time,0,"Shanghai, CN",None,0.76,4.15,0,-2,Standard Shipping,1,2025-09-20 00:00:00,1336,ORD-9C5B7666,"Santos, BR",Consumer Electronics,High,3,4.287,Commodity,38,1175.68,Sea,8.9
35,0,35,On Time,0,"Shanghai, CN",None,0.6,5.4,0,-3,Standard Shipping,1,2025-09-26 00:00:00,5761,ORD-34AE8E70,"Santos, BR",Raw Materials,High,3,3.87,Commodity,38,4608.8,Sea,7.2
35,0,35,On Time,0,"Shanghai, CN",None,0.29,3.52,0,-3,Standard Shipping,1,2025-09-29 00:00:00,7002,ORD-9A69901B,"Santos, BR",Raw Materials,Medium,2,2.13,Commodity,38,4516.29,Sea,3.7
36,0,35,On Time,0,"Shanghai, CN",None,0.11,4.41,0,-2,Standard Shipping,1,2025-09-30 00:00:00,3172,ORD-67BF8026,"Santos, BR",Textiles,Medium,2,2.857,Commodity,38,1760.46,Sea,5.5
36,0,35,On Time,0,"Shanghai, CN",None,0.86,1.66,0,0,Standard Shipping,1,2025-10-08 00:00:00,8527,ORD-64D9D2D9,"Santos, BR",Raw Materials,Medium,2,2.749,Commodity,36,7930.11,Sea,5.8
35,0,35,On Time,0,"Shanghai, CN",None,0.2,3.56,0,-1,Standard Shipping,1,2025-10-14 00:00:00,4537,ORD-9955D03E,"Santos, BR",Raw Materials,Medium,2,2.447,Commodity,36,2722.2,Sea,4.7
35,0,35,On Time,0,"Shanghai, CN",None,0.82,2.96,0,-1,Standard Shipping,1,2025-10-16 00:00:00,2560,ORD-16E1DEB0,"Santos, BR",Auto Parts,Medium,2,2.361,Commodity,36,2329.6,Sea,4
35,0,35,On Time,0,"Shanghai, CN",None,0.53,3.71,0,-2,Standard Shipping,1,2025-10-18 00:00:00,9143,ORD-8964E163,"Santos, BR",Auto Parts,Low,1,1.996,Commodity,37,6994.4,Sea,2.9
35,0,35,On Time,0,"Shanghai, CN",None,0.79,4.87,0,-2,Standard Shipping,1,2025-10-18 00:00:00,9533,ORD-CA90777C,"Santos, BR",Consumer Electronics,High,3,3.815,Commodity,37,8532.03,Sea,7.1
36,0,35,On Time,0,"Shanghai, CN",None,0.12,4.47,0,0,Standard Shipping,1,2025-10-22 00:00:00,1671,ORD-077D4430,"Santos, BR",Perishable Foods,High,3,3.958,Commodity,36,935.76,Sea,8.6
35,0,35,On Time,0,"Shanghai, CN",None,0.1,4.69,0,-1,Standard Shipping,1,2025-10-22 00:00:00,598,ORD-FA0138DA,"Santos, BR",Semiconductors,Medium,2,3.223,Commodity,36,328.9,Sea,6.4
4,0,4,On Time,0,"Shanghai, CN",None,0.3,4.65,0,-3,Standard Shipping,1,2025-10-25 00:00:00,7479,ORD-E6027677,"Santos, BR",Pharmaceuticals,High,3,4.25,Commodity,7,53474.85,Air,9.1
35,0,35,On Time,0,"Shanghai, CN",None,0.58,5.69,0,-1,Standard Shipping,1,2025-10-26 00:00:00,7228,ORD-4E7D1500,"Santos, BR",Auto Parts,High,3,3.849,Commodity,36,5710.12,Sea,7
4,0,4,On Time,0,"Shanghai, CN",None,0.17,4.85,0,-3,Standard Shipping,1,2025-10-27 00:00:00,6273,ORD-5B694F66,"Santos, BR",Semiconductors,Medium,2,2.482,Commodity,7,40366.75,Air,4.1
36,0,35,On Time,0,"Shanghai, CN",None,0.3,4.6,0,-2,Standard Shipping,1,2025-10-30 00:00:00,1504,ORD-8611A7AB,"Santos, BR",Semiconductors,Medium,2,2.21,Commodity,38,977.6,Sea,3.3
4,0,4,On Time,0,"Shanghai, CN",None,0.55,3.3,0,-2,Standard Shipping,1,2025-10-30 00:00:00,2311,ORD-DCE2B248,"Santos, BR",Semiconductors,High,3,4.023,Commodity,6,19701.28,Air,8.9
35,0,35,On Time,0,"Shanghai, CN",None,0.62,2.75,0,-2,Standard Shipping,1,2025-10-30 00:00:00,3653,ORD-F86FF01B,"Santos, BR",Textiles,Medium,2,3.104,Commodity,37,2958.93,Sea,6.5
34,0,35,On Time,0,"Shanghai, CN",None,0.59,3.71,0,-4,Standard Shipping,1,2025-11-02 00:00:00,2145,ORD-4796BE6A,"Santos, BR",Auto Parts,High,3,3.773,Commodity,38,1705.27,Sea,7.9
35,0,35,On Time,0,"Shanghai, CN",None,0.1,4.49,0,-1,Standard Shipping,1,2025-11-02 00:00:00,4204,ORD-E46BA9D3,"Santos, BR",Raw Materials,Low,1,1.888,Commodity,36,2312.2,Sea,2.7
35,0,35,On Time,0,"Shanghai, CN",None,0.39,4.04,0,-2,Standard Shipping,1,2025-11-03 00:00:00,914,ORD-1DDEC964,"Santos, BR",Auto Parts,Low,1,1.474,Commodity,37,635.23,Sea,1.4
35,0,35,On Time,0,"Shanghai, CN",None,0.64,3.33,0,-3,Standard Shipping,1,2025-11-03 00:00:00,7518,ORD-71CD5F7A,"Santos, BR",Auto Parts,Low,1,1.689,Commodity,38,6164.76,Sea,2.1
4,0,4,On Time,0,"Shanghai, CN",None,0.73,4.06,0,-3,Standard Shipping,1,2025-11-07 00:00:00,4693,ORD-24A2830A,"Santos, BR",Pharmaceuticals,High,3,4.431,Commodity,7,44653.89,Air,9.4
34,0,35,On Time,0,"Shanghai, CN",None,0.63,5.16,0,-2,Standard Shipping,1,2025-11-08 00:00:00,9894,ORD-4941EC9D,"Santos, BR",Auto Parts,Medium,2,3.031,Commodity,36,8063.61,Sea,4.9
35,0,35,On Time,0,"Shanghai, CN",None,0.66,4.55,0,-3,Standard Shipping,1,2025-11-09 00:00:00,1010,ORD-0C033C86,"Santos, BR",Pharmaceuticals,Medium,2,2.992,Commodity,38,838.3,Sea,5.1
36,0,35,On Time,0,"Shanghai, CN",None,0.52,3.14,0,-2,Standard Shipping,1,2025-11-16 00:00:00,981,ORD-80D8FE60,"Santos, BR",Textiles,Low,1,1.527,Commodity,38,745.56,Sea,1.9
35,0,35,On Time,0,"Shanghai, CN",None,0.23,4.49,0,-3,Standard Shipping,1,2025-11-18 00:00:00,4173,ORD-2515CD46,"Santos, BR",Perishable Foods,High,3,4.467,Commodity,38,2566.39,Sea,9.9
34,0,35,On Time,0,"Shanghai, CN",None,0.76,4.89,0,-4,Standard Shipping,1,2025-11-20 00:00:00,4084,ORD-F07691D6,"Santos, BR",Perishable Foods,Medium,2,2.965,Commodity,38,3593.92,Sea,4.7
5,0,4,On Time,0,"Shanghai, CN",None,0.38,1.1,0,-2,Standard Shipping,1,2025-11-29 00:00:00,1130,ORD-4B4844D4,"Santos, BR",Pharmaceuticals,Low,1,0.496,Commodity,7,8576.7,Air,0.3
35,0,35,On Time,0,"Shanghai, CN",None,0.53,5.93,0,-1,Standard Shipping,1,2025-12-01 00:00:00,2680,ORD-64435F02,"Santos, BR",Perishable Foods,Medium,2,2.755,Commodity,36,2050.2,Sea,3.8
35,0,35,On Time,0,"Shanghai, CN",None,0.44,3.79,0,-3,Standard Shipping,1,2025-12-02 00:00:00,5128,ORD-70F9255A,"Santos, BR",Perishable Foods,Medium,2,2.251,Commodity,38,3692.16,Sea,3.7
35,0,35,On Time,0,"Shanghai, CN",None,0.68,4.03,0,-2,Standard Shipping,1,2025-12-05 00:00:00,7777,ORD-0D4CC642,"Santos, BR",Auto Parts,Low,1,1.987,Commodity,37,6532.68,Sea,2.5
35,0,35,On Time,0,"Shanghai, CN",None,0.71,2.7,0,-1,Standard Shipping,1,2025-12-08 00:00:00,4044,ORD-633ED085,"Santos, BR",Raw Materials,Low,1,2.05,Commodity,36,3457.62,Sea,3.4
35,0,35,On Time,0,"Shanghai, CN",None,0.72,2.53,0,-1,Standard Shipping,1,2025-12-09 00:00:00,3520,ORD-4BC44F85,"Santos, BR",Raw Materials,High,3,4.19,Commodity,36,3027.2,Sea,9.6
35,0,35,On Time,0,"Shanghai, CN",None,0.19,1.32,0,-2,Standard Shipping,1,2025-12-10 00:00:00,6491,ORD-8D38422B,"Santos, BR",Raw Materials,Low,1,1.68,Commodity,37,3862.14,Sea,3.8
